id,cue,reporter,age_group,text_kw,author,label
380,Says the wound was sewn at home with a needle and thread,Self,Umuntu mukuru,Avuga ko igikomere cyadodwe mu rugo hakoreshejwe urushinge n'urudodo.,,URGENT
381,Woman says her baby has not passed urine since yesterday,Carer,Impinja,Umugore avuga ko uruhinja rwe kuva ejo rutigeze rwihagarika.,,URGENT
382,Says his arm has been weak since he woke up,Self,Umusaza/Umukecuru,Avuga ko ukuboko kwe kwagabanyutse imbaraga kuva abyutse.,,CRITICAL
383,Came to ask whether the child can go back to school,Carer,Umwana,Yaje kubaza niba umwana ashobora gusubira ku ishuri.,,ROUTINE
384,Says the pain is everywhere and has lasted years,Self,Umuntu mukuru,Avuga ko ububabare buri hose kandi bumaze imyaka.,,ROUTINE
385,Man says he swallowed a fish bone and it is stuck,Self,Umuntu mukuru,Umugabo avuga ko yamize igufa ry'ifi kandi rikaba ryamugumyemo.,,URGENT
386,Says the child has a fever every two days,Carer,Umwana,Avuga ko umwana agira umuriro buri minsi ibiri.,,URGENT
387,Has been told she needs an operation and is afraid,Self,Umuntu mukuru,Yabwiwe ko akeneye kubagwa kandi afite ubwoba.,,ROUTINE
388,Says he has been dizzy since a blow to the head in a match,Self,Ingimbi/Umwangavu,Avuga ko amaze kuzungera kuva yakubita umutwe mu mukino.,,URGENT
389,Woman says the baby's belly button is bulging,Carer,Impinja,Umugore avuga ko umwanya w'inda w'uruhinja wasohotse ukabyimba.,,ROUTINE
390,Says the burning when passing urine has come back a third time,Self,Umuntu mukuru,Avuga ko kubabara no gushya mu gihe cyo kwihagarika byagarutse ku nshuro ya gatatu.,,ROUTINE
391,Child has been scratching at night and cannot sleep,Carer,Umwana,Umwana amaze kwishimagura nijoro kandi ntashobora gusinzira.,,ROUTINE
392,Says he has been coughing blood for a week and hid it from his family,Self,Umuntu mukuru,Avuga ko amaze icyumweru akorora amaraso kandi akaba yarabihishe umuryango we.,,URGENT
393,Came because the queue number machine gave her a number and she waited,Self,Umuntu mukuru,Yaje kuko imashini itanga nimero z'umurongo yamuhaye nimero maze arategereza.,,CANNOT CLASSIFY
394,Says the child was well until a fall from a mango tree yesterday,Carer,Umwana,Avuga ko umwana yari ameze neza kugeza aguye ku giti cy'umwembe ejo.,,URGENT
395,Has pain in the hip that started without injury and is getting worse,Self,Umusaza/Umukecuru,Afite ububabare mu itako bwatangiye nta gikomere kandi bukomeje kwiyongera.,,ROUTINE
396,Says she has been feeling low since the baby was born,Self,Umuntu mukuru,Avuga ko kuva umwana yavuka amaze igihe yumva atameze neza mu mutima.,,ROUTINE
397,Man says the wound on his leg has maggots in it,Self,Umusaza/Umukecuru,Umugabo avuga ko igikomere cyo ku kuguru kirimo inyo.,,URGENT
398,Says the child's head seems to be growing faster than before,Carer,Impinja,Avuga ko umutwe w'umwana usa n'aho urimo gukura vuba kurusha mbere.,,URGENT
399,Came to ask about circumcision for his son,Carer,Umwana,Yaje kubaza ibijyanye no gukebwa k'umuhungu we.,,ROUTINE
400,Says he has been passing stool with mucus for a month,Self,Umuntu mukuru,Avuga ko amaze ukwezi asohora umwanda urimo ibimwira.,,ROUTINE
401,Woman says she was given tablets at a private clinic and got worse,Self,Umuntu mukuru,Umugore avuga ko yahawe imiti ku ivuriro ryigenga maze ubuzima bukarushaho kumera nabi.,,CANNOT CLASSIFY
402,Says the pain woke him from sleep and he vomited,Self,Umuntu mukuru,Avuga ko ububabare bwamukanguye mu gihe yari asinziriye maze araruka.,,URGENT
403,Child has a swelling under the chin that has grown in days,Carer,Umwana,Umwana afite kubyimba munsi y'akanwa kumaze iminsi kwiyongera.,,URGENT
404,Says he cannot remember what happened after the accident,Self,Ingimbi/Umwangavu,Avuga ko atibuka ibyabaye nyuma y'impanuka.,,URGENT
405,Has been told to stop salt and does not understand why,Self,Umusaza/Umukecuru,Yabwiwe kugabanya cyangwa guhagarika umunyu kandi ntasobanukiwe impamvu.,,ROUTINE
406,Says the baby was fine until the cord was cut with a razor,Carer,Impinja,Avuga ko uruhinja rwari rumeze neza kugeza igihe umugozi w'inda waciwe urwembe.,,URGENT
407,Woman says she has pain in the breast and a fever,Self,Umuntu mukuru,Umugore avuga ko ababara mu ibere kandi afite umuriro.,,URGENT
408,Says his leg was broken last year and still hurts,Self,Umuntu mukuru,Avuga ko ukuguru kwe kwavunitse umwaka ushize ariko ko gukomeza kumubabaza.,,ROUTINE
409,Came for a check after finishing the TB course,Self,Umuntu mukuru,Yaje kwisuzumisha nyuma yo kurangiza imiti y'igituntu.,,ROUTINE
410,Says the child chokes when drinking,Carer,Impinja,Avuga ko umwana atwarwa n'amazi cyangwa akenda kunanirwa guhumeka iyo anywa.,,ROUTINE
411,Has been feeling faint when standing since starting new tablets,Self,Umusaza/Umukecuru,Amaze kumva agiye kugwa igihumure iyo ahagurutse kuva atangiye imiti mishya.,,URGENT
412,Man says he has been unable to pass urine since a road accident,Carer,Umuntu mukuru,Umugabo avuga ko kuva yagira impanuka yo mu muhanda atabasha kwihagarika.,,URGENT
413,Says the rash came with the fever and is spreading,Carer,Umwana,Avuga ko ibisebe byo ku ruhu byazanye n'umuriro kandi bikaba biri gukwira.,,URGENT
414,Woman says the family wants her to deliver at home,Self,Umuntu mukuru,Umugore avuga ko umuryango ushaka ko abyara mu rugo.,,ROUTINE
415,Says his foot was run over by a bicycle and is swollen,Self,Umwana,Avuga ko ikirenge cye cyanyujijweho igare kandi kikaba cyarabyimbye.,,URGENT
416,Came to ask whether the child's teeth are late,Carer,Impinja,Yaje kubaza niba amenyo y'umwana yaratinze kumera.,,ROUTINE
417,Says the pain in his belly comes only when he has not eaten,Self,Umuntu mukuru,Avuga ko inda imurya gusa iyo atariye.,,ROUTINE
418,Has been coughing for months and was told it is allergy,Self,Umuntu mukuru,Amaze amezi akorora kandi yabwiwe ko ari allergie.,,ROUTINE
419,Says the child has been staring and not responding for moments,Carer,Umwana,Avuga ko umwana ajya areba hamwe ntasubize iyo bamuvugisha mu gihe gito.,,ROUTINE
420,Man says he has a hernia that will no longer go back in,Self,Umuntu mukuru,Umugabo avuga ko afite ibisebe by'inda cyangwa hernia itakijya imbere.,,URGENT
421,Says she was beaten and is bleeding from the nose,Self,Umuntu mukuru,Avuga ko yakubiswe kandi akaba ava amaraso mu mazuru.,,URGENT
422,Came to ask what to do about a mole that changed colour,Self,Umuntu mukuru,Yaje kubaza icyo yakora ku kimenyetso cyo ku ruhu cyahinduye ibara.,,ROUTINE
423,Says the child has not gained weight since the last visit,Carer,Impinja,Avuga ko kuva ku nshuro iheruka umwana atigeze yiyongera ibiro.,,ROUTINE
424,Has pain and swelling in many joints on both sides,Self,Umuntu mukuru,Afite ububabare no kubyimba mu ngingo nyinshi ku mpande zombi z'umubiri.,,ROUTINE
425,Says he was thrown from a bicycle and landed on his shoulder,Self,Ingimbi/Umwangavu,Avuga ko yaguye ku igare akajugunywa hasi agwa ku rutugu.,,URGENT
426,Woman says she has been bleeding after intercourse,Self,Umuntu mukuru,Umugore avuga ko ava amaraso nyuma y'imibonano mpuzabitsina.,,ROUTINE
427,Says the eye has been painful and the light hurts,Self,Umuntu mukuru,Avuga ko ijisho rimubabaza kandi urumuri rukamubangamira.,,URGENT
428,Child brought after eating a plant in the bush,Carer,Umwana,Umwana yazanywe nyuma yo kurya igihingwa cyo mu ishyamba.,,URGENT
429,Says he has been sweating at night and his shirt is wet,Self,Umuntu mukuru,Avuga ko arara abira ibyuya kugeza ishati ye itose.,,ROUTINE
430,Came because the tablets she was given look different this time,Self,Umusaza/Umukecuru,Yaje kuko imiti yahawe kuri iyi nshuro isa n'itandukanye n'iyo yari asanzwe ahabwa.,,ROUTINE
431,Says the leg swelled after a long bus journey,Self,Umuntu mukuru,Avuga ko ukuguru kwabyimbye nyuma y'urugendo rurerure muri bisi.,,URGENT
432,Man says his ear was cut in a fight and is hanging,Self,Ingimbi/Umwangavu,Umugabo avuga ko ugutwi kwe kwaciwe mu mirwano kandi kukaba kumanitse.,,URGENT
433,Says the child cries whenever the nappy is changed,Carer,Impinja,Avuga ko umwana arira buri gihe bamuhinduye pampers.,,CANNOT CLASSIFY
434,Has been told she has a heart problem and wants a second opinion,Self,Umuntu mukuru,Yabwiwe ko afite ikibazo cy'umutima kandi ashaka ko undi muganga amwisuzuma.,,ROUTINE
435,Says the wound from the operation has opened,Self,Umuntu mukuru,Avuga ko igikomere cyo ku gikorwa cyo kubagwa cyafungutse.,,URGENT
436,Woman says she is in pain and the baby is coming now,Carer,Ingimbi/Umwangavu,Umugore avuga ko ari kubabara kandi umwana akaba ari hafi kuvuka ubu.,,CRITICAL
437,Says he cannot straighten his finger after catching a ball,Self,Ingimbi/Umwangavu,Avuga ko adashobora kurambura urutoki nyuma yo gufata umupira.,,ROUTINE
438,Came to ask whether he can donate blood,Self,Umuntu mukuru,Yaje kubaza niba ashobora gutanga amaraso.,,ROUTINE
439,Says the child has been hot for a week and no cause found,Carer,Umwana,Avuga ko umwana amaze icyumweru afite umuriro kandi nta mpamvu iraboneka.,,URGENT
440,Has a cough that started after choking on food last month,Self,Umusaza/Umukecuru,Afite inkorora yatangiye nyuma yo kunanirwa guhumeka kubera ibyo yariye ukwezi gushize.,,ROUTINE
441,Says he was bitten by a bat in the roof,Self,Umuntu mukuru,Avuga ko yarumwe n'ikinyamukuru cyo mu gisenge.,,URGENT
442,Woman says she was told the baby is lying sideways,Self,Umuntu mukuru,Umugore avuga ko yabwiwe ko umwana aryamye mu nda atambitse.,,ROUTINE
443,Says the tablets for pressure finished and he feels fine without them,Self,Umusaza/Umukecuru,Avuga ko imiti y'umuvuduko w'amaraso yamushizeho kandi ubu yumva ameze neza atayifata.,,ROUTINE
444,Child has a wound on the knee full of dirt,Carer,Umwana,Umwana afite igikomere ku ivi cyuzuye umwanda.,,ROUTINE
445,Says the pain in his chest is worse when he breathes in deeply,Self,Ingimbi/Umwangavu,Avuga ko ububabare bwo mu gituza bwiyongera iyo ahumetse cyane.,,URGENT
446,Came because she keeps forgetting things and is worried,Self,Umusaza/Umukecuru,Yaje kuko ahora yibagirwa ibintu kandi akaba afite impungenge.,,ROUTINE
447,Says the child's arm was pulled and he will not use it,Carer,Umwana,Avuga ko ukuboko k'umwana kwakubiswe cyangwa kwakwegerewe kandi ubu atagikoresha.,,URGENT
448,Has a swelling in the neck that moves when swallowing,Self,Umuntu mukuru,Afite kubyimba mu ijosi kugenda iyo amira.,,ROUTINE
449,Says he has been unable to sit because of pain at the back passage,Self,Umuntu mukuru,Avuga ko adashobora kwicara kubera ububabare bwo ku kibuno.,,URGENT
450,Woman says she has been leaking fluid for a day and is pregnant,Self,Umuntu mukuru,Umugore avuga ko amaze umunsi asohora amazi mu gitsina kandi atwite.,,URGENT
451,Says he was cut by broken glass while cleaning,Self,Umuntu mukuru,Avuga ko yikase ku kirahure cyamenetse ubwo yasukuraga.,,URGENT
452,Child has been refusing to open his mouth since yesterday,Carer,Umwana,Umwana amaze kuva ejo yanga gufungura umunwa.,,URGENT
453,Says she has been taking tablets from a friend with the same symptoms,Self,Umuntu mukuru,Avuga ko amaze gufata imiti ahabwa n'inshuti ye ifite ibimenyetso nk'ibye.,,ROUTINE
454,Came to ask whether the swelling after the injection is normal,Carer,Impinja,Yaje kubaza niba kubyimba nyuma yo guterwa urushinge ari ibisanzwe.,,ROUTINE
455,Says the pain started in the back and now he cannot pass urine,Self,Umusaza/Umukecuru,Avuga ko ububabare bwatangiriye mu mugongo kandi ubu akaba adashobora kwihagarika.,,URGENT
456,Has been vomiting since a head injury three days ago,Self,Umuntu mukuru,Amaze kuruka kuva yakomereka ku mutwe hashize iminsi itatu.,,URGENT
457,Says the child sweats while feeding and stops to rest,Carer,Impinja,Avuga ko umwana abira ibyuya iyo arimo konka cyangwa kurya maze akareka akaruhuka.,,URGENT
458,Woman says her legs have swollen in the last week of pregnancy,Self,Umuntu mukuru,Umugore avuga ko amaguru ye yabyimbye mu cyumweru cya nyuma cyo gutwita.,,URGENT
459,Says he has a boil on the back of the neck that is spreading,Self,Umusaza/Umukecuru,Avuga ko afite ikibyimba kirimo amashyira inyuma y'ijosi kandi kirimo gukwira.,,URGENT
460,Came for a check because of a cough in the household,Self,Umwana,Yaje kwisuzumisha kubera ko hari umuntu mu rugo ukorora.,,ROUTINE
461,Says the child has been scratching the bottom at night,Carer,Umwana,Avuga ko umwana yishimagura ku kibuno nijoro.,,ROUTINE
462,Has a tooth that broke and the nerve is showing,Self,Umuntu mukuru,Afite iryinyo ryamenetse ku buryo umutsi warwo ugaragara.,,ROUTINE
463,Says she fainted while fasting,Self,Ingimbi/Umwangavu,Avuga ko yaguye igihumure ubwo yari asibye kurya.,,ROUTINE
464,Man says a piece of metal flew into his eye while welding,Self,Umuntu mukuru,Umugabo avuga ko agace k'icyuma kamwinjiye mu jisho ubwo yasudaga.,,URGENT
465,Says the child has been coughing and the fever will not break,Carer,Umwana,Avuga ko umwana amaze gukorora kandi umuriro ukaba utagabanuka.,,URGENT
466,Woman says she has been having pain since an intrauterine device was fitted,Self,Umuntu mukuru,Umugore avuga ko amaze kugira ububabare kuva ashyirwamo agakoresho ko kuboneza urubyaro ko mu mura.,,ROUTINE
467,Says the wound smells and he has a fever,Self,Umuntu mukuru,Avuga ko igikomere kinuka kandi afite umuriro.,,URGENT
468,Came to ask about nutrition for a child who eats little,Carer,Umwana,Yaje kubaza ibijyanye n'imirire y'umwana urya bike.,,ROUTINE
469,Says his hands have been shaking and he cannot hold a cup,Self,Umusaza/Umukecuru,Avuga ko amaboko ye atitira kandi akaba adashobora gufata igikombe.,,ROUTINE
470,Child has a lump in the abdomen the mother felt while bathing him,Carer,Umwana,Umwana afite ikibyimba mu nda nyina yumvise ubwo yamwogeshaga.,,URGENT
471,Says he was crushed under a collapsed wall during the rains,Carer,Umuntu mukuru,Avuga ko yakandagiyewe n'urukuta rwaguye mu gihe cy'imvura.,,CRITICAL
472,Woman says the baby moves a lot less since she fell,Self,Umuntu mukuru,Umugore avuga ko kuva aguye umwana atakigenda cyane nk'uko bisanzwe.,,CRITICAL
473,Says the pain in the mouth stops him eating and he is losing weight,Self,Umusaza/Umukecuru,Avuga ko ububabare bwo mu kanwa bumubuza kurya kandi akaba ari kugabanuka ibiro.,,ROUTINE
474,Came because the child was sent home from school with a rash,Carer,Umwana,Yaje kuko umwana yoherejwe mu rugo avuye ku ishuri kubera ibisebe ku ruhu.,,ROUTINE
475,Says the leg wound is from a burn that happened as a child,Self,Umuntu mukuru,Avuga ko igikomere cyo ku kuguru cyatewe n'ubushye yagize akiri umwana.,,ROUTINE
476,Has been having pain in the chest and arm when walking to the market,Self,Umusaza/Umukecuru,Agira ububabare mu gituza no mu kuboko iyo agenda ajya ku isoko.,,URGENT
477,Says the child fell and bit through the lip,Carer,Umwana,Avuga ko umwana yaguye maze akomeretsa umunwa akoresheje amenyo.,,URGENT
478,Woman says she is not sure if she is pregnant and feels sick,Self,Ingimbi/Umwangavu,Umugore avuga ko atazi neza niba atwite kandi akaba yumva arwaye.,,ROUTINE
479,Says he has a wound on the penis and is embarrassed,Self,Ingimbi/Umwangavu,Avuga ko afite igikomere ku gitsina cy'umugabo kandi afite isoni.,,ROUTINE
480,Came to ask whether the medicine can be taken with the other tablets,Self,Umusaza/Umukecuru,Yaje kubaza niba uwo muti ashobora kuwufatana n'indi miti.,,ROUTINE
481,Says the child has a cough and the family has been treating with steam,Carer,Umwana,Avuga ko umwana akorora kandi umuryango umaze kumuvura umwuka w'amazi ashyushye.,,ROUTINE
482,Has been unable to walk without help since a stroke last year,Carer,Umusaza/Umukecuru,"Kuva yagira ikibazo cy'ubwonko umwaka ushize, ntashobora kugenda atabifashijwemo.",,ROUTINE
483,Says she feels a tearing pain in the belly and is pregnant,Self,Umuntu mukuru,Avuga ko yumva ububabare bukomeye mu nda nk'aho hari ikintu kiyitanyagura kandi atwite.,,CRITICAL
484,Man says he was hit by a falling coffee sack at the store,Self,Umuntu mukuru,Umugabo avuga ko yakubiswe n'umufuka wa kawa waguye mu bubiko.,,URGENT
485,Says the child's fingers have been swollen and painful,Carer,Umwana,Avuga ko intoki z'umwana zabyimbye kandi zibabaza.,,URGENT
486,Came to ask what the blood test paper means,Self,Umuntu mukuru,Yaje kubaza icyo urupapuro rw'ibisubizo by'isuzuma ry'amaraso rusobanura.,,ROUTINE
487,Says he has been coughing so hard he wet himself,Self,Umusaza/Umukecuru,Avuga ko akorora cyane kugeza ubwo yihagarika atabishaka.,,ROUTINE
488,Woman says she has not had a period since delivering a year ago,Self,Umuntu mukuru,Umugore avuga ko kuva yabyara umwaka ushize atongeye kugira imihango.,,ROUTINE
489,Says the burn is on the chest and the skin has come off,Carer,Umwana,Avuga ko ubushye buri ku gituza kandi uruhu rwaho rwaravaho.,,URGENT
490,Has pain behind the eye with a headache on one side,Self,Umuntu mukuru,Afite ububabare inyuma y'ijisho hamwe n'umutwe ubabara ku ruhande rumwe.,,ROUTINE
491,Says the child has been pale and the mother saw blood in the nappy,Carer,Impinja,Avuga ko umwana yabaye igikendera kandi nyina akabona amaraso muri pampers.,,URGENT
