id,cue,reporter,age_group,text_kw,author,label,annotator,validated_by,register
337,Says he took his wife's tablets by mistake,Self,Umuntu mukuru,Avuga ko yibeshye akanywa imiti y'umugore we.,,CANNOT CLASSIFY,"single, non-clinician, the paper's author",NONE,record_voice
338,Has been told at a pharmacy to come for a proper examination,Self,Umuntu mukuru,Yabwiwe kuri farumasi ko agomba kuza kwa muganga kugira ngo asuzumwe neza.,,CANNOT CLASSIFY,"single, non-clinician, the paper's author",NONE,patient_voice
339,Says the leg has been shorter since a childhood illness,Self,Umuntu mukuru,Avuga ko ukuguru kwe kwagabanutse kuva arwaye akiri umwana.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
340,"Woman brought by her daughter, has stopped eating and drinking",Carer,Umusaza/Umukecuru,"Umugore wazanywe n'umukobwa we, amaze guhagarika kurya no kunywa.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
341,Says the pain comes in waves and he cannot keep still,Self,Umuntu mukuru,Avuga ko ububabare buza bukagenda kandi ko adashobora gutuza hamwe.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
342,Child fell into a water tank and was pulled out coughing,Carer,Umwana,"Umwana yaguye mu kigega cy'amazi, bamukuramo arakorora.",,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
343,Says she has been feeling hot and cold for three days,Self,Ingimbi/Umwangavu,Avuga ko amaze iminsi itatu yumva ashyushye rimwe ubundi akumva akonje.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
344,Man says his eye was hit by a branch while cutting trees,Self,Umuntu mukuru,Umugabo avuga ko ishami ry'igiti ryamukubise mu jisho ubwo yatemaga ibiti.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
345,Came to ask whether her child's speech is delayed,Carer,Umwana,Yaje kubaza niba imvugo y'umwana we yaratinze.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
346,Says the wound was treated with herbs and is now worse,Self,Umuntu mukuru,Avuga ko igikomere cyavuwe hakoreshejwe imiti gakondo ariko ubu kikaba cyarushijeho kuba kibi.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
347,Has been short of breath for weeks and sleeps on three pillows,Self,Umusaza/Umukecuru,Amaze ibyumweru abura umwuka kandi aryama ashyize imitwe ku misago itatu.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
348,Child has a swelling on the collarbone after falling,Carer,Umwana,Umwana afite kubyimba ku igufa ryo hejuru y'igituza nyuma yo kugwa.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
349,Says she has been told she cannot conceive and wants advice,Self,Umuntu mukuru,Avuga ko yabwiwe ko adashobora gusama kandi ashaka inama.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
350,Man says the pain in his foot started at night and is unbearable,Self,Umuntu mukuru,Umugabo avuga ko ububabare bwo mu kirenge bwatangiriye nijoro kandi bukaba bukabije cyane.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
351,Says the child has been passing blood in the stool,Carer,Umwana,Avuga ko umwana amaze iminsi asohora amaraso mu mwanda.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
352,Woman says she was raped and does not want anyone told,Self,Ingimbi/Umwangavu,Umugore avuga ko yafashwe ku ngufu kandi akaba adashaka ko hagira ubibwira undi.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
353,Says the injection site from a month ago is still hard and sore,Self,Umwana,Avuga ko aho yatewe urushinge hashize ukwezi hakiri hakomeye kandi hababara.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
354,Came because a health worker visited the home and sent him,Self,Umusaza/Umukecuru,Yaje kuko umukozi w'ubuzima yamusuye mu rugo akamwohereza kwa muganga.,,CANNOT CLASSIFY,"single, non-clinician, the paper's author",NONE,patient_voice
355,Says his breathing became difficult after eating groundnuts,Self,Umwana,Avuga ko guhumeka byamugoye nyuma yo kurya ubunyobwa.,,CRITICAL,"single, non-clinician, the paper's author",NONE,record_voice
356,Child has been screaming and drawing the legs up intermittently,Carer,Impinja,Umwana arataka kandi rimwe na rimwe akikururira amaguru ku nda.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
357,Says the tablets are for diabetes but he shares them with his wife,Self,Umusaza/Umukecuru,Avuga ko imiti ari iyo kuvura diyabete ariko akayisangiza umugore we.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
358,Has a wound on the head that stopped bleeding but keeps opening,Self,Umwana,Afite igikomere ku mutwe cyahagaritse kuva amaraso ariko kigakomeza gufunguka.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
359,Woman says she feels burning when the baby latches,Self,Umuntu mukuru,Umugore avuga ko yumva ububabare bwo gushya iyo uruhinja rutangiye konka.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
360,Says he was in a fight and cannot see out of one eye,Self,Ingimbi/Umwangavu,Avuga ko yagiranye imirwano n'umuntu kandi ubu akaba atabona n'ijisho rimwe.,,CRITICAL,"single, non-clinician, the paper's author",NONE,record_voice
361,Came to ask why the cough medicine did not help,Self,Umuntu mukuru,Yaje kubaza impamvu umuti w'inkorora utamufashije.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
362,Says the child has been walking on tiptoes since he started walking,Carer,Umwana,Avuga ko umwana agenda ahagaze ku ntoki z'ibirenge kuva yatangira kugenda.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
363,Man says his chest was crushed between a vehicle and a wall,Carer,Umuntu mukuru,Umugabo avuga ko igituza cye cyafashwe hagati y'imodoka n'urukuta.,,CRITICAL,"single, non-clinician, the paper's author",NONE,record_voice
364,Says the itching started after sleeping in a new place,Self,Ingimbi/Umwangavu,Avuga ko kuryaryatwa byatangiye nyuma yo kuryama ahantu hashya.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
365,Woman says she has had three miscarriages and wants to know why,Self,Umuntu mukuru,Umugore avuga ko amaze gukuramo inda inshuro eshatu kandi ashaka kumenya impamvu.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
366,Says he has pain when he opens his mouth to eat,Self,Umuntu mukuru,Avuga ko ababara iyo afungura umunwa kugira ngo arye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
367,Child has a swollen face in the morning that goes by afternoon,Carer,Umwana,Umwana abyimba mu maso mu gitondo ariko bikagabanuka nyuma ya saa sita.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
368,Says she stopped the HIV tablets when she felt better,Self,Umuntu mukuru,Avuga ko yahagaritse imiti ya virusi itera SIDA amaze kumva ameze neza.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
369,Has a burn from boiling oil across the forearm,Self,Umuntu mukuru,Afite ubushye bwatewe n'amavuta abira ku gice cy'ukuboko kugera ku nkokora.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
370,Says the old man has been talking to people who are not there,Carer,Umusaza/Umukecuru,Avuga ko umusaza amaze igihe avuga n'abantu batari aho.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
371,Came for the results of the child's sputum test,Carer,Ingimbi/Umwangavu,Yaje kureba ibisubizo by'isuzuma ry'amacandwe y'umwana.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
372,Says the pain in the knee stops him working in the field,Self,Umuntu mukuru,Avuga ko ububabare bwo mu ivi bumubuza gukora mu murima.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
373,Woman says she is bleeding and has been pregnant three months,Self,Umuntu mukuru,Umugore avuga ko ari kuva amaraso kandi atwite amezi atatu.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
374,Says the child has been holding his stool for days out of fear,Carer,Umwana,Avuga ko umwana amaze iminsi afata umwanda kubera ubwoba.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
375,Man says a snake bit him yesterday and the leg is now black,Self,Umuntu mukuru,Umugabo avuga ko inzoka yamurumye ejo kandi ubu ukuguru kwarirabura.,,CRITICAL,"single, non-clinician, the paper's author",NONE,record_voice
376,Says she was told to come back if the fever returned,Self,Umwana,Avuga ko yabwiwe kugaruka niba umuriro wongera kugaruka.,,CANNOT CLASSIFY,"single, non-clinician, the paper's author",NONE,record_voice
377,Has a swelling on the jaw that started as a tooth pain,Self,Umuntu mukuru,Afite kubyimba ku rwasaya byatangiriye ku kubabara amenyo.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
378,Says he has been unable to work since the injury and has no money,Self,Umuntu mukuru,Avuga ko kuva yakomereka atagishobora gukora kandi akaba nta mafaranga afite.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
379,Child has been vomiting green and has a swollen belly,Carer,Impinja,Umwana aruka ibintu by'icyatsi kandi inda yarabyimbye.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
380,Says the wound was sewn at home with a needle and thread,Self,Umuntu mukuru,Avuga ko igikomere cyadodwe mu rugo hakoreshejwe urushinge n'urudodo.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
381,Woman says her baby has not passed urine since yesterday,Carer,Impinja,Umugore avuga ko uruhinja rwe kuva ejo rutigeze rwihagarika.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
382,Says his arm has been weak since he woke up,Self,Umusaza/Umukecuru,Avuga ko ukuboko kwe kwagabanyutse imbaraga kuva abyutse.,,CRITICAL,"single, non-clinician, the paper's author",NONE,record_voice
383,Came to ask whether the child can go back to school,Carer,Umwana,Yaje kubaza niba umwana ashobora gusubira ku ishuri.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
384,Says the pain is everywhere and has lasted years,Self,Umuntu mukuru,Avuga ko ububabare buri hose kandi bumaze imyaka.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
385,Man says he swallowed a fish bone and it is stuck,Self,Umuntu mukuru,Umugabo avuga ko yamize igufa ry'ifi kandi rikaba ryamugumyemo.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
386,Says the child has a fever every two days,Carer,Umwana,Avuga ko umwana agira umuriro buri minsi ibiri.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
387,Has been told she needs an operation and is afraid,Self,Umuntu mukuru,Yabwiwe ko akeneye kubagwa kandi afite ubwoba.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
388,Says he has been dizzy since a blow to the head in a match,Self,Ingimbi/Umwangavu,Avuga ko amaze kuzungera kuva yakubita umutwe mu mukino.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
389,Woman says the baby's belly button is bulging,Carer,Impinja,Umugore avuga ko umwanya w'inda w'uruhinja wasohotse ukabyimba.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
390,Says the burning when passing urine has come back a third time,Self,Umuntu mukuru,Avuga ko kubabara no gushya mu gihe cyo kwihagarika byagarutse ku nshuro ya gatatu.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
391,Child has been scratching at night and cannot sleep,Carer,Umwana,Umwana amaze kwishimagura nijoro kandi ntashobora gusinzira.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
392,Says he has been coughing blood for a week and hid it from his family,Self,Umuntu mukuru,Avuga ko amaze icyumweru akorora amaraso kandi akaba yarabihishe umuryango we.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
393,Came because the queue number machine gave her a number and she waited,Self,Umuntu mukuru,Yaje kuko imashini itanga nimero z'umurongo yamuhaye nimero maze arategereza.,,CANNOT CLASSIFY,"single, non-clinician, the paper's author",NONE,patient_voice
394,Says the child was well until a fall from a mango tree yesterday,Carer,Umwana,Avuga ko umwana yari ameze neza kugeza aguye ku giti cy'umwembe ejo.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
395,Has pain in the hip that started without injury and is getting worse,Self,Umusaza/Umukecuru,Afite ububabare mu itako bwatangiye nta gikomere kandi bukomeje kwiyongera.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
396,Says she has been feeling low since the baby was born,Self,Umuntu mukuru,Avuga ko kuva umwana yavuka amaze igihe yumva atameze neza mu mutima.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
397,Man says the wound on his leg has maggots in it,Self,Umusaza/Umukecuru,Umugabo avuga ko igikomere cyo ku kuguru kirimo inyo.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
398,Says the child's head seems to be growing faster than before,Carer,Impinja,Avuga ko umutwe w'umwana usa n'aho urimo gukura vuba kurusha mbere.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
399,Came to ask about circumcision for his son,Carer,Umwana,Yaje kubaza ibijyanye no gukebwa k'umuhungu we.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
400,Says he has been passing stool with mucus for a month,Self,Umuntu mukuru,Avuga ko amaze ukwezi asohora umwanda urimo ibimwira.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
401,Woman says she was given tablets at a private clinic and got worse,Self,Umuntu mukuru,Umugore avuga ko yahawe imiti ku ivuriro ryigenga maze ubuzima bukarushaho kumera nabi.,,CANNOT CLASSIFY,"single, non-clinician, the paper's author",NONE,record_voice
402,Says the pain woke him from sleep and he vomited,Self,Umuntu mukuru,Avuga ko ububabare bwamukanguye mu gihe yari asinziriye maze araruka.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
403,Child has a swelling under the chin that has grown in days,Carer,Umwana,Umwana afite kubyimba munsi y'akanwa kumaze iminsi kwiyongera.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
404,Says he cannot remember what happened after the accident,Self,Ingimbi/Umwangavu,Avuga ko atibuka ibyabaye nyuma y'impanuka.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
405,Has been told to stop salt and does not understand why,Self,Umusaza/Umukecuru,Yabwiwe kugabanya cyangwa guhagarika umunyu kandi ntasobanukiwe impamvu.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
406,Says the baby was fine until the cord was cut with a razor,Carer,Impinja,Avuga ko uruhinja rwari rumeze neza kugeza igihe umugozi w'inda waciwe urwembe.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
407,Woman says she has pain in the breast and a fever,Self,Umuntu mukuru,Umugore avuga ko ababara mu ibere kandi afite umuriro.,,URGENT,"single, non-clinician, the paper's author",NONE,record_voice
