concept_id,domain,proposed_urgency,english_gloss,anchor,person,applies,person_note,form,relation_set,suggested_english,candidate_origin,confidence,verdict_fidelity,suggestion_note,verdict_register,rw_english_check,your_phrasing,second_phrasing_optional,notes,source,needs_clinician,hold
EX47,preventive,ROUTINE,,,first,yes,,utterance,,I want advice about eating well.,new_draft,medium,"unverified: no gloss, checked against the Kinyarwanda","matches 'Ndashaka inama ku mirire myiza.' THE EX47 DRIFT IS CLOSED: when the concept-drift survey ran, EX47's Kinyarwanda had been rewritten to 'kugirwa inama ku biryo byo kugaburira umwana' — infant feeding, which is PR08's concept. It has since been returned to general nutrition, so EX47 and PR08 are distinct again and the flag in review/ex-concept-drift.md is discharged.",4,,,,"v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX47,preventive,ROUTINE,,,third,yes,,utterance,ALL_RELATIONS,{REL} wants advice about eating well.,new_draft,medium,"unverified: no gloss, checked against the Kinyarwanda",matches '{REL} ashaka inama ku mirire myiza.',4,,,,,machine_reviewed,,
PR02,preventive,ROUTINE,family planning advice,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,,dropped,,,,,,,,"HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept | draft D167 dropped (out of generation pending the service-design ruling): 'advice about family planning'. Recorded so the drop is visible, not silent.",,,yes
PR02,preventive,ROUTINE,family planning advice,clinician-defined (no WHO emergency-care anchor),third,yes,,utterance,NONE — do not generate,,,,,,,,,,HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept,,,yes
PR03,preventive,ROUTINE,HIV test request,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,I would like to be tested for HIV.,new_draft,medium,ok,gloss 'HIV test request'. Matches 'Ndashaka ko bapima SIDA.',4,,,,"draft D169 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR03,preventive,ROUTINE,HIV test request,clinician-defined (no WHO emergency-care anchor),third,yes,,utterance,HOUSEHOLD_RELATIONS,{REL} would like to be tested for HIV.,new_draft,medium,ok,HOUSEHOLD_RELATIONS by ruling. Matches '{REL} ashaka ko bapima SIDA.',4,,,,,machine_reviewed,,
PR04,preventive,ROUTINE,collecting a mosquito net,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,I have come to collect a mosquito net.,new_draft,medium,ok,gloss 'collecting a mosquito net'. Matches 'Ndashaka guhabwa inzitiramubu.',4,,,,"draft D171 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR04,preventive,ROUTINE,collecting a mosquito net,clinician-defined (no WHO emergency-care anchor),third,yes,,utterance,HOUSEHOLD_RELATIONS,{REL} has come to collect a mosquito net.,new_draft,medium,ok,HOUSEHOLD_RELATIONS by ruling. Matches '{REL} ashaka guhabwa inzitiramubu.',4,,,,,machine_reviewed,,
PR05,preventive,ROUTINE,first antenatal booking visit,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,I am newly pregnant and I have not been checked yet.,new_draft,medium,ok,"REWORDED 2026-09-05 on the reviewer's ruling. The previous wording, 'This is my first check-up since I became pregnant', kept PR05 out of OB11's phrase group but carried its own 'since' and rendered as '...since I became pregnant since yesterday' — section 9 of docs/urgency-frame-coupling.md. This wording does both jobs: no time expression, and not a subsequence of OB11 in either direction under the rule that replaced PREFIX_UNION_CHARS. The FIRST-ness that is the axis against OB11 is carried by 'not been checked yet' rather than by the word 'first', which is also what moves it away from the Kinyarwanda's clause-final 'bwa mbere'.",3,'newly pregnant' may not be idiomatic. The concept is a first booking visit; 'I have just found out I am pregnant' may be closer to how it is said.,,,"draft D173 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR05,preventive,ROUTINE,first antenatal booking visit,clinician-defined (no WHO emergency-care anchor),third,yes,,utterance,OBSTETRIC_RELATIONS,{REL} is newly pregnant and she has not been checked yet.,new_draft,medium,ok,person transform. 'she' per the obstetric ruling — PR05 is ruled OBSTETRIC_RELATIONS although it sits in preventive.,3,'newly pregnant' may not be idiomatic. The concept is a first booking visit; 'I have just found out I am pregnant' may be closer to how it is said.,,,,machine_reviewed,,
PR06,preventive,ROUTINE,blood pressure screening,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,I want my blood pressure checked.,new_draft,medium,ok,"gloss 'blood pressure screening'. Matches 'Ndashaka ko bapima umuvuduko w'amaraso.' Third person is applies=no — ruled NO_RELATIONS, adult self-service.",4,,,,"draft D175 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR06,preventive,ROUTINE,blood pressure screening,clinician-defined (no WHO emergency-care anchor),third,no,"applies=no 2026-09-04. Ruled NO_RELATIONS — adult self-service, nobody presents on another's behalf. Same principle as the chronic_care five: leaving it open has walk.py offer a row that cannot generate. PR06 additionally settled a stale handover line that had said 'adult relations'. First person untouched.",utterance,NO_RELATIONS,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PR07,preventive,ROUTINE,cervical screening appointment,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,I want to be checked for cervical cancer.,new_draft,medium,ok,gloss 'cervical screening appointment'. Matches 'Ndashaka kwisuzumisha kanseri y'inkondo y'umura.' The speaker chose this SHORT form deliberately — the longer 'Ndashaka kujya kwa muganga kwisuzumisha X' frame shares 40 characters with CC09 and CC10 and would have grouped all three. The English inherits no such constraint but the short form is also the better register.,4,,,,"draft D177 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR07,preventive,ROUTINE,cervical screening appointment,clinician-defined (no WHO emergency-care anchor),third,no,"applies=no 2026-09-04. Ruled NO_RELATIONS — adult self-service, nobody presents on another's behalf. Same principle as the chronic_care five: leaving it open has walk.py offer a row that cannot generate. PR06 additionally settled a stale handover line that had said 'adult relations'. First person untouched.",utterance,NO_RELATIONS,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PR08,preventive,ROUTINE,infant feeding advice,IMCI: assess feeding / counselling,first,yes,,utterance,,I want advice on what to feed my young child.,new_draft,medium,ok,gloss 'infant feeding advice'. Matches 'Ndashaka inama ku biryo byo kugaburira umwana wanjye.' Rule 12: the requester is the carer. Distinct from EX47 now that EX47 has returned to general nutrition.,4,,,,"draft D179 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR08,preventive,ROUTINE,infant feeding advice,IMCI: assess feeding / counselling,third,yes,,utterance,ADULT_RELATIONS,{REL} wants advice on what to feed their young child.,new_draft,medium,ok,ADULT_RELATIONS — group A. Matches '{REL} ashaka inama ku biryo byo kugaburira umwana we.',4,,,,,machine_reviewed,,
PR09,preventive,ROUTINE,deworming for a child,IMCI: routine deworming,first,yes,,utterance,,I want deworming medicine for my child.,new_draft,medium,ok,gloss 'deworming for a child'. Matches 'Ndashaka imiti y'inzoka y'umwana wanjye.',4,"'deworming medicine' is programme vocabulary. A patient may say worm medicine, or name the tablets.",,,"draft D181 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR09,preventive,ROUTINE,deworming for a child,IMCI: routine deworming,third,yes,,utterance,ADULT_RELATIONS,{REL} wants deworming medicine for their child.,new_draft,medium,ok,ADULT_RELATIONS — group A. Matches '{REL} ashaka imiti y'inzoka y'umwana we.',4,"'deworming medicine' is programme vocabulary. A patient may say worm medicine, or name the tablets.",,,,machine_reviewed,,
PR10,preventive,ROUTINE,advice on safe drinking water,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,I want advice on making our drinking water safe.,new_draft,medium,ok,"gloss 'advice on safe drinking water'. Matches 'Ndashaka kugirwa inama ku mazi yo kunywa.' 'Our' rather than 'my' because the concept is a household one, which is also why the third is HOUSEHOLD_RELATIONS.",4,,,,"draft D183 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR10,preventive,ROUTINE,advice on safe drinking water,clinician-defined (no WHO emergency-care anchor),third,yes,,utterance,HOUSEHOLD_RELATIONS,{REL} wants advice on making their drinking water safe.,new_draft,medium,ok,HOUSEHOLD_RELATIONS by ruling. Matches '{REL} ashaka kugirwa inama ku mazi yo kunywa.',4,,,,,machine_reviewed,,
