concept_id,domain,proposed_urgency,english_gloss,anchor,person,applies,person_note,form,relation_set,suggested_french,candidate_origin,confidence,verdict_fidelity,suggestion_note,verdict_register,rw_french_check,agreement_check,your_phrasing,second_phrasing_optional,notes,source,needs_clinician,hold
EX47,preventive,ROUTINE,,,first,yes,,utterance,,Je voudrais des conseils pour bien manger.,new_draft,medium,unverified: no gloss,"Fragment fix, and the EX47 drift is closed rather than inherited. When the concept-drift survey ran, this row's Kinyarwanda had been rewritten to infant feeding — PR08's concept — and it has since been returned to 'Ndashaka inama ku mirire myiza.', general nutrition. The French follows the returned reading. Checked against PR08 and PR10, which are the other two advice requests: no union in either direction.",4,,,,,"v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX47,preventive,ROUTINE,,,third,yes,,utterance,ALL_RELATIONS,{REL} voudrait des conseils pour bien manger.,new_draft,medium,unverified: no gloss,,4,,,,,,machine_reviewed,,
PR01,preventive,URGENT,household contact of a TB patient,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,Quelqu'un a la maison a la tuberculose et je voudrais faire le test.,new_draft,medium,ok,"FR-1: sheet draft D166's 'je veux etre depiste' is masculine, and the passive is what forces it, so the request is rephrased actively. PR01 IS ALSO THE PAIR THAT FALSIFIED A CLAIM IN THE CLOSURE DOC, and it does so in French too: its {REL} sits MID-PHRASE, so the first and third share a long leading run — 41 characters here — where docs/phrase-group-closure.md argues a prefix rule 'can never catch a first/third pair, because a third-person phrase begins with {REL}'. That held while every {REL} was sentence-initial and it no longer does. Harmless: the two persons of one concept are declared into one group anyway.",4,"FR-1: 'je veux etre depiste' is masculine, so the request was rephrased actively. Confirm 'je voudrais faire le test' is natural.",,,,"draft D166 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR01,preventive,URGENT,household contact of a TB patient,clinician-defined (no WHO emergency-care anchor),third,yes,,utterance,ALL_RELATIONS,Quelqu'un a la maison a la tuberculose et {REL} voudrait faire le test.,new_draft,medium,ok,"{REL} is mid-phrase here, so lint's rule-2 positional check will warn that it is not at the head. It is still the grammatical subject of its clause, which is what rule 2 is about; the warning is the heuristic's known weakness and the Kinyarwanda third has the identical shape.",4,,,,,,machine_reviewed,,
PR02,preventive,ROUTINE,family planning advice,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,,dropped,,,"OUT OF GENERATION, not merely held, and deliberately NOT applies=no. The concept is waiting on a Rwandan service-design ruling about whether men present for family planning. applies=no would record a settled answer where there is an open question, and would move the resolved count. Nothing is drafted. Sheet draft D168's text is recorded as dropped by the builder.",,,,,,"HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept | draft D168 dropped (out of generation): 'des conseils sur la planification familiale'. Recorded so the drop is visible, not silent.",,,yes
PR02,preventive,ROUTINE,family planning advice,clinician-defined (no WHO emergency-care anchor),third,yes,,utterance,NONE — do not generate,,,,,Third is additionally pinned 'NONE — do not generate' in routine_relation_sets.csv.,,,,,,HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept,,,yes
PR03,preventive,ROUTINE,HIV test request,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,Je voudrais faire un test de depistage du VIH.,new_draft,medium,ok,"Sheet draft D170, subject already present, terminal stop added.",4,"VIH or SIDA, paired with CC06.",,,,"draft D170 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR03,preventive,ROUTINE,HIV test request,clinician-defined (no WHO emergency-care anchor),third,yes,,utterance,HOUSEHOLD_RELATIONS,{REL} voudrait faire un test de depistage du VIH.,new_draft,medium,ok,HOUSEHOLD_RELATIONS — group D.,4,Same.,,,,,machine_reviewed,,
PR04,preventive,ROUTINE,collecting a mosquito net,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,Je viens chercher une moustiquaire.,new_draft,medium,ok,,4,,,,,"draft D172 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR04,preventive,ROUTINE,collecting a mosquito net,clinician-defined (no WHO emergency-care anchor),third,yes,,utterance,HOUSEHOLD_RELATIONS,{REL} vient chercher une moustiquaire.,new_draft,medium,ok,HOUSEHOLD_RELATIONS.,4,,,,,,machine_reviewed,,
PR05,preventive,ROUTINE,first antenatal booking visit,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,Je suis enceinte et je voudrais faire ma premiere consultation prenatale.,new_draft,medium,ok,"Sheet draft D174 was only 'ma premiere consultation prenatale' and dropped the pregnancy, which the speaker's 'Ndatwite kandi ndashaka kwisuzumisha kwa muganga bwa mbere.' states first. Restored. 'enceinte' HAS NO MASCULINE and that is correct here, not an FR-1 defect: this is the one place in the corpus where the speaker's gender is known. PR05 is why the FR-1 exemption is keyed on the relation set as well as the domain — it is a PREVENTIVE concept ruled OBSTETRIC_RELATIONS, so a domain-only exemption would have flagged this row.",4,,,,,"draft D174 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR05,preventive,ROUTINE,first antenatal booking visit,clinician-defined (no WHO emergency-care anchor),third,yes,,utterance,OBSTETRIC_RELATIONS,{REL} est enceinte et voudrait faire sa premiere consultation prenatale.,new_draft,medium,ok,"OBSTETRIC_RELATIONS by an explicit ruling, so without it this preventive row would take the domain default of all eight and generate 'Mon mari est enceinte'. The set is uniformly feminine once 'Ma voisine' resolves the neighbour, which is what makes 'enceinte' safe across all four expansions.",4,,,,,,machine_reviewed,,
PR06,preventive,ROUTINE,blood pressure screening,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,Je voudrais faire verifier ma tension.,new_draft,medium,ok,"Third is applies=no. PR06 was the last relation-ruling gap on the Kinyarwanda side and it resolved to NO_RELATIONS, superseding an earlier prose line that said adult relations.",4,"'la tension', paired with CC03.",,,,"draft D176 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR06,preventive,ROUTINE,blood pressure screening,clinician-defined (no WHO emergency-care anchor),third,no,"applies=no 2026-09-04. Ruled NO_RELATIONS — adult self-service, nobody presents on another's behalf. Same principle as the chronic_care five: leaving it open has walk.py offer a row that cannot generate. PR06 additionally settled a stale handover line that had said 'adult relations'. First person untouched.",utterance,NO_RELATIONS,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PR07,preventive,ROUTINE,cervical screening appointment,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,Je voudrais faire le depistage du cancer du col de l'uterus.,new_draft,medium,ok,"THE SHORT FORM IS KEPT, AND FRENCH INHERITS NONE OF THE CONSTRAINT THAT PRODUCED IT. The speaker wrote 'Ndashaka kwisuzumisha kanseri y'inkondo y'umura' rather than the longer 'go to the doctor to be checked for X' frame, because that frame shares 40 characters with CC09 and CC10 and would have grouped all three. The French 'je voudrais venir pour...' frame does NOT group them — measured, no union in either direction — so the short form here is a register choice rather than a forced one. It is also the better register, so nothing is lost by matching the speaker.",3,'le depistage du cancer du col de l'uterus' is long. The speaker deliberately kept a SHORT form here; confirm there is a shorter ordinary French equivalent.,,,,"draft D178 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR07,preventive,ROUTINE,cervical screening appointment,clinician-defined (no WHO emergency-care anchor),third,no,"applies=no 2026-09-04. Ruled NO_RELATIONS — adult self-service, nobody presents on another's behalf. Same principle as the chronic_care five: leaving it open has walk.py offer a row that cannot generate. PR06 additionally settled a stale handover line that had said 'adult relations'. First person untouched.",utterance,NO_RELATIONS,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
PR08,preventive,ROUTINE,infant feeding advice,IMCI: assess feeding / counselling,first,yes,,utterance,,Je voudrais des conseils sur l'alimentation de mon jeune enfant.,new_draft,medium,ok,"Rule 12: beneficiary and requester differ, so first person is the carer.",4,,,,,"draft D180 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR08,preventive,ROUTINE,infant feeding advice,IMCI: assess feeding / counselling,third,yes,,utterance,ADULT_RELATIONS,{REL} voudrait des conseils sur l'alimentation de son jeune enfant.,new_draft,medium,ok,"ADULT_RELATIONS, group A. The child stays lexical.",4,,,,,,machine_reviewed,,
PR09,preventive,ROUTINE,deworming for a child,IMCI: routine deworming,first,yes,,utterance,,Je voudrais un vermifuge pour mon enfant.,new_draft,medium,ok,"ONE PLACE FRENCH IS SIMPLY UNPROBLEMATIC, recorded because most of this arm's notes run the other way. The Kinyarwanda needs a disambiguator here: 'inzoka' means both snake and worm, and this row uses the possessive to force the worm reading where HT07 used the verb '-rumwe'. 'Vermifuge' has no such ambiguity and needs no work.",4,'vermifuge' — confirm it is the patient word rather than 'medicament contre les vers'.,,,,"draft D182 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR09,preventive,ROUTINE,deworming for a child,IMCI: routine deworming,third,yes,,utterance,ADULT_RELATIONS,{REL} voudrait un vermifuge pour son enfant.,new_draft,medium,ok,"ADULT_RELATIONS. 'Ma grand-mere voudrait un vermifuge pour son enfant' is the presentation the set was widened to include — though see the flag list: whether the grandmother's 'son enfant' reads as her grandchild is a question for a French speaker, and the Kinyarwanda has 'umwana we' doing the same work.",4,"'{REL} voudrait un vermifuge pour son enfant' — with 'Ma grand-mere' substituted, confirm 'son enfant' reads as her grandchild and not as her own young child. The Kinyarwanda 'umwana we' has the same ambiguity and the group-A ruling accepted it.",,,,,machine_reviewed,,
PR10,preventive,ROUTINE,advice on safe drinking water,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,Je voudrais des conseils pour rendre l'eau de boisson potable.,new_draft,medium,ok,,4,,,,,"draft D184 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
PR10,preventive,ROUTINE,advice on safe drinking water,clinician-defined (no WHO emergency-care anchor),third,yes,,utterance,HOUSEHOLD_RELATIONS,{REL} voudrait des conseils pour rendre l'eau de boisson potable.,new_draft,medium,ok,"HOUSEHOLD_RELATIONS, group D. English says 'their drinking water' and French says 'l'eau de boisson' with no possessive at all, which is the natural form and sidesteps the question English had to answer.",4,,,,,,machine_reviewed,,
